lemma,stavek1,stavek2,oznaka (label),stavek_1_pomen,stavek_2_pomen;;;;;;;;
"lahek,Je ob taki spremljavi sploh mogoče prebrati pravljico za lahko noč?,""Vkrca se na majhno ladjo in odpluje na odprto morje, obkrožen z nekaj lahkimi čolni."",F,2,9";;;;;;;;
"lahek,""Takšna odločitev ni lahka, zahteva veliko trdega dela, volje in vztrajnosti, veliko učenja o zdravi in uravnoteženi prehrani, presnovi in o človeškem organizmu."",Najlažja različica so kvašeni sadni biskviti iz pečice (kos vsebuje 3 g maščobe) ali rulade s skuto (3 g maščobe).,T,1,1";;;;;;;;
"tuj,""150 100 50 Tar. št. 6 Za vizum na potni listini in za dovoljenja, našteta v tej tarifni številki: 1. za državljane Republike Slovenije: a) za vizum za neomejeno število potovanj b) za klavzulo poslovno v ... 2. za tuje državljane:"",""Nagnjeni ste k temu, da izlijete iz sebe ploho besed, ne da bi poznali pomembna dejstva ali upoštevali tuja čustva."",F,1,11";;;;;;;;
"tuj,""V sodelovanju z MEDIA deskom Slovenija, RTVS, Iniciativo Napišimo film in Študentsko založbo pripravljamo scenaristični delavnici z uglednimi slovenskimi in tujimi strokovnjaki."",""Nekaj drugega pa je, če mi nekdo prinese fotografijo moje žene s tujim moškim v postelji,« je pripomnil Slavoj Žižek."",F,1,7";;;;;;;;
"tuj,""Ob zelo suhih zimah in zimskih otoplitvah brez snega ne pozabimo na rododendrone, smreke, brine, bršljane, tuje ter druge zimzelene rastline."",(1) Postopek za izročitev obdolženega ali obsojenega tujca se uvede na prošnjo tuje države.,F,8,1";;;;;;;;
"tuj,""Tedaj je bilo treba vse te dosjeje uničiti, ker je Jugoslavija privolila v tuje kredite in so morali zato zbrisati vse dokaze o kršenju človekovih pravic."",""Mislim, da smo se dogovorili, vsaj nisem slišal, da ni nikogar, ki bi danes rekel, da smo proti tujim vladanjem."",F,1,9";;;;;;;;
"tuj,""Vprašala ju je, kaj delata tu, ko je gibanje tujih ljudi na tem območju prepovedano, in ali imata dovolilnici za to."",""Država je torej prihodnje leto razglasila za Trubarjevo, kar pomeni, da bo v Sloveniji in na tujem vrsta prireditev v njegov spomin."",F,1,9";;;;;;;;
"tuj,7.55 Teden. izbor - 9.00 Za otroke - 10.10 Mali: čeri v stepi - dežela gora - 11.10 Velika imena malega ekrana -12.05 Hotel ob Vrbskem jezeru - 13.00 Poročila - 13.15 Teden. izbor - 16.00 Izobr. odd. - 16.30 Poročila - 16.45 Za otroke - 17.00 Tuja nani.,""Države, ki vabijo tuje investitorje, le-tem običajno ponujajo (August 2004, 263):"",F,opomba: za določitev pomena je premalo konteksta,1";;;;;;;;
"tuj,""To velja tako za pouk književnosti v materinščini, kot tudi za pouk književnosti pri tujem jeziku."",""Kot je v navadi pri tujih parih, za ceremonijo priskrbijo prevajalca, nad katerim sta bila gospod in gospa Geraud navdušena."",F,6,1";;;;;;;;
"kisel,""Med živili, ki najpogosteje izzovejo migrenski glavobol, so čokolada, kakav, čebula, mastni siri, vino, pivo in druge alkoholne pijače, kofein, oreščki, stročnice, kisle kumarice, prekajeno in konzervirano meso."",""Slednja vpliva tudi na okus";" voda, ki vsebuje več hidrogenkarbonatnih ionov je na primer nekoliko bolj kisla."",T,4,4";;;;;;;
"kisel,""Tauferjevi Nežki v imenitni interpretaciji Vesne Pernarčič tako ostane kisla sprijaznjenost z življenjem (njen osnovni ton je našobljena »prav nič mi ne paše« slabovoljnost, ki zelo ustreza njeni vlogi »predmeta« v igri)."",""Na koncu vmešamo še 4 žlice kisle smetane, ki jo razmešamo s sokom velike pomaranče."",F,7,4";;;;;;;;
"kisel,""Sestavine: 6 jajc, 6 žlic sladkorja, 1 vaniljev sladkor, 1 pecilni prašek, 120 g mletih orehov, 2 velika lončka kisle smetane."",""Brusnice, predvsem gojene ameriške (Cranberries), so primerne tudi za senčne lege pod pogojem, da je zemlja kisla in bogata s humusom."",F,4,3";;;;;;;;
"kisel,""Številni vrtnarji si zelo prizadevajo, da bi na vrtu lahko gojili kamelije v cvetličnih čebrih ali na dvignjenih gredah, kjer lahko pripravijo kisla tla, v katerih se te rastline najbolje razvijajo."",""Po večletnih naporih iz vrst civilne družbe in varuha človekovih pravic za zakonodajno ureditev prostega dostopa javnosti do informacij javnega značaja je navsezadnje v času letošnjih kislih kumaric, 11. julija, vlada predložila državnemu zboru predlog Zakona o dostopu do informacij javnega značaja – ZDIJZ (objavljen v Poročevalcu DZ, št. 37, z dne 17.7.2002)."",F,3,4";;;;;;;;
"kisel,""Vegetarijanski način prehrane blagodejno vpliva na migreno, a tudi tu moramo izbirati določene vrste zelenjave in sadja, saj stročnice, čebula, kisle kumarice ter nekatere vrste sadja, kot so banane in agrumi, lahko sprožijo ali poslabšajo migreno."",""Vame je udaril kisel, jedek vonj to je moral biti Hobbesov mačji šampon."",F,4,6";;;;;;;;
"kisel,""Kadim ko mi je, ne pa da rabim neko dozo točno določen čas, spet eni pišejo neke ''kisle'' ideje.."",""V srednji Evropi so si žejo gasili s kislim mlekom, na Kavkazu so prisegali na jogurt, v osrednji Aziji pa na kefir."",F,8,5";;;;;;;;
"kisel,""Potrebujemo: različne gobe, 3 krompirje, rdeč in rumen korenček, čebulo, sol, poper, majaron, lovorov list, žlico kisle smetane."",""Žveplov dioksid je zelo škodljiv že kot plin, pri mešanju z dežjem oziroma z vodo pa nastaja žveplova kislina ali zloglasni kisli dež."",F,4,3";;;;;;;;
"visok,""Novi S40 je krajši (za 4,8 cm), a širši (za 5,4 cm) in višji (za 4,4 cm) kot dosedanji."",""S statusom študenta pridobi študent vse pravice, ki jih zagotavlja Zakon o visokem šolstvu."",F,6,7";;;;;;;;
"visok,""Pa vse to ne drži,« pravi Dai, »projekt je izredno drag in z višjo ceno elektrike ga bo plačevala vsa Kitajska.«"",""Presenečali so s pestro sporočilno zvrstnostjo ter posredovali informacijo o tem, da so se srednješolci ob ustvarjalnih mentorjih sposobni izražati v tujem jeziku tudi na višjih stopnjah, saj so pisali vse od intervjujev, poročil, pesmi, krajših reportaž, problemskega spisja pa do kvizov in šal."",F,1,7";;;;;;;;
"visok,""Skrivanje moža, ki ga iščejo zaradi umora ene najbolj priljubljenih članic visoke družbe, je očitno najpametnejša stvar."",Tekmovanje je bilo organizirano na zelo visoki ravni in je bilo elektronsko podprto.,F,2,7";;;;;;;;
"visok,""V reži gredla je pretaknjen 82 cm visok kozolec 'kôzelc' (tudi 'kôzuc'), spodaj ploščat, nato ovalen."",""Ohranilo se je le osem originalnih kipov, in čeprav so tudi ti precej poškodovani, je visoka umetniška kvaliteta jasno vidna."",F,8,1";;;;;;;;
"visok,""Imel sem namreč to srečo, da me ni obiskala le nekakšna preprosta višja inteligenca, temveč sam Al, najvišji princip oziroma Hoor-paar-Kraat, ki je dvojnik ali mistični dvojček Ra-Hoor-Khuita."",""Leta 2010 se bo ob ciklični pospešitvi rasti v mednarodnem okolju, ki bo vplivala na višjo rast izvoza in investicij, gospodarska rast pospešila na 4,0 %."",F,10,9";;;;;;;;
"visok,""Hkrati se je okrepilo prepričanje o potrebnosti višje kakovosti gostinskih storitev, kar zahteva vlaganje v opremo, kadre in znanje."",""V vodi reagira počasi, za razliko od alkalijskih kovin iz prve skupine, in pri tem ne razvije visoke temperature."",F,7,10";;;;;;;;
"visok,""Slovenija zato posveča veliko pozornost gradnji ustreznih prometnic, zlasti tistih višjega standarda (npr. izgradnja avtocest)."",""V tretjem odstavku se besedilo do 6,000.000 tolarjev nadomesti z besedilom , ki je trikrat višja od tiste, predvidene v prejšnjem odstavku."",F,4,6";;;;;;;;
"beseda,""Na splošno pa slišim zelo veliko spodbudnih besed, ljudje so zelo prijazni."",""Rajši bi poudaril očitnejši in večji kontrast med hau in mauri na eni strani in wairua na drugi, kontrast, ki – kot se zdi – pojasnjuje tudi učene besede Tamatija Ranapirija."",,,";;;;;;;;
"beseda,""Tom je skrbno poslušal njun italijanski pogovor, ki je potekal med smehom in se napenjal, da bi razumel vsako besedo."",""Čeprav nam sveti Pavel ukazuje, da se »podrejamo oblastem, ki so nad nami«,114 so nekateri obrnili te besede tako, da naj bi pomenile zakone dežele ali najvišjo oblast, bodisi aristokratsko,"",,,";;;;;;;;
"beseda,""Helena ga molče objame, iz njenih solznih oči pa sije hvaležnost, da me je pripeljal k njej, ki mu očitno govori razločneje kot še toliko besed."",""Mateja Kurež je zabavno dekle, polna duhovitih prebliskov in energije, besede kar vrejo iz nje."",,,";;;;;;;;
"beseda,""2. korak: Ko dobimo vsa pojavljanja besede <I>znanje<I>, uporabimo funkcijo iskanja prve besede na levi."",(Nekateri mlajši bralci vas bodo najbrž celo razveselili s kakšno novo besedo.),,,";;;;;;;;
"beseda,""Pogledal je Alfaua s pričakovanjem, če bi hotel ugovarjati, a ta je še naprej pozorno čakal na njegove besede, tako da je Mr. T. povzel svojo besedo: Zato sem, ko sem dopolnil 35 let, sprejel odločitev, da bom praznoval svoj rojstni dan v obratnem vrstnem redu, se pravi, namesto da bi slavil leta, ki sem jih preživel, slavim leta življenja, ki mi še ostanejo."",""»Robertova zmaga v Montrealu pomeni največji poljski športni uspeh v letu 2008,« so pred dnevi vzneseno zapisali v dnevniku Gazeta Wyborcza, nad Kubico pa je nadvse navdušen tudi Kamil Tchorek, dopisnik časnika Sunday Times iz Krakova: »Robert, ki vozi brez napak, počasi postaja superzvezdnik in to v pravem pomenu besede.«"",,,";;;;;;;;
"beseda,Takoj po ugrabitvi je bila namreč beseda o izginotju dveh navadnih vojakov.,""Besede so vedno lažje zapuščale mojo glavo, in še preden je sir skočil iz prežgane friteze, se je Katja že krohotala mojim šalam,« je nadaljeval vse bolj samovšečni Bine."",,,";;;;;;;;
"beseda,""Za nemški jezikovni prostor lahko pokažemo, da se je od približno leta 1770 naprej pojavilo veliko novih pomenov starih besed in novih skovank, oboje je z jezikovno ekonomijo spremenilo celotni politični in socialni izkustveni prostor in postavilo nova obzorja pričakovanj že brez spraševanja o stvarni ali pojmovni prioriteti v procesu sprememb."",""PODOBNO JE ŠE S SPREMENLJIVKAMA PRISGL (UGOTAVLJANJE PRISOTNOSTI GLASU) IN DOLZ (DOLŽINA BESEDE), KI STA SKUPAJ Z ZLOG V FAKTORSKI ANALIZI DOLOČALA DRUGI FAKTOR."",,,";;;;;;;;
"dajati,""Povedali so ji, da bi ji to lahko škodovalo, a ni oklevala: oblekla je zaščitna oblačila in deklico negovala, jo hranila, previjala, oblačila, dajala spat, ji brala pravljice, se z njo igrala."",""Samo v kuncerejsko zelo razviti Italiji, denimo, pa vzredijo okrog 100 milijonov teh živali na leto in še jih uvažajo od drugod - manjše število celo od nas, čeprav naša država daje majhno izvozno stimulacijo, seveda pa so možna tudi posojila."",,,";;;;;;;;
"dajati,""Gradiva iz ustavodajnega postopka bi govorila bolj v prid ožji razlagi, ne dajejo pa povsem zanesljive opore."",""Medtem ko Andre ne daje izjav o svoji odločitvi, je vznemirjena Katie povedala takole:"",,,";;;;;;;;
"dajati,""Marijino duhovno materinstvo je torej udeležba pri moči Svetega Duha, pri moči njega, “ki daje življenje.”"",Na glasovanje dajem predlog za razširitev dnevnega reda z navedenim predlogom odloka.,,,";;;;;;;;
"dajati,""Po dobrih 1500 kilometrih smo opravili meritve, vendar smo ob tem imeli občutek, da motor ne daje od sebe vsega, kar bi sicer zmogel."",""Pri tem ima poglavitno vlogo morska voda, ki zelo dobro nahrani celice, hkrati pa daje posebno noto tudi okolici: zdravilen morski zrak polni z energijo, sončne kopeli s pozitivnim nabojem v žarkih razvajajo telo in duha."",,,";;;;;;;;
"dajati,""Vsi predlogi, ki jih dajemo, so vedno strokovno utemeljeni, vedno so plod široke razprave med obrtniki, člani zbornice, 'na terenu' in vedno imajo za seboj tudi večinsko podporo članstva."",""Najprej začutimo svež vonj klementine in mandlja, v srcu se nam odpre jasmin, ki mu moč daje vanilja bourbon."",,,";;;;;;;;
"dajati,""Primerjava obeh vrednosti daje odgovor o skladnosti ocenjevanja in posredno o težavah, ki jih pri interpretaciji navodil za ocenjevanje izkazujejo morebitna nizka skladnost ocenjevanja."",""Instrumentna plošča ima dva velika merilnika in tri manjše, poudarek potniški kabini pa dajejo tudi svojske odprtine za dovod zraka."",,,";;;;;;;;
"dajati,""Franco se lahkotno sprehaja za njim, vihti dolgo, lepo izrezljano palico, nosaču daje glasna navodila v pidžinski ligurščini in s palico odmika dolge oljčne veje s svoje poti."",""Menijo, da seštevek odgovorov na serijo nepovezanih vprašanj ne daje prave podobe o kakovostno višjih ravneh znanja, o globljem razumevanju, obvladanju poklicnih spretnosti, uporabi znanja pri reševanju strokovnih problemov, učencu ne daje dovolj aktivne vloge in mu ne pomaga pri izboljševanju učenja."",,,";;;;;;;;
"igla,""V naglici je premočno povlekel, tako da se je odlomila igla pudlaste broške, ki je dotlej spenjala skupaj pregibe kričeče tkanine."",""Zazobki so po višini stebla igle postavljeni na enem, dveh ali na vseh robovih stebla igle (slika 9.20.)."",,,";;;;;;;;
"igla,""Bolj so odprti in ni jim nerodno, kljub temu pa so naše pomoči zelo veseli, v primerjavi z Ljubljano, kjer se jim zdijo brezplačne igle nekaj samoumevnega ali celo mislijo, da smo jim jih dolžni dajati,« pravi Peter Recer."",""Dajmo džankijem sterilno iglo, varno sobo, zavetišče pa še heroin na recept pa še dohtar naj bo zraven, da se mu slučajno ne bi kaj zgodilo, da ne bi overdoziral."",,,";;;;;;;;
"igla,""To pa zato, ker so z vrtanjem v globino zgolj prodrli do globokih slojev, Kelti in templjarji pa se niso omejili le na kopanje vodnjakov, temveč so zasajali svoje akupunkturne igle, ki so se dvigovale naravnost v nebo, da bi vzpostavili zvezo med megaliti in lovili vplive zvezd …"",""Medtem ko spušča iglo nazaj na ploščo, nekaj reče, s hrbtom obrnjen proti meni."",,,";;;;;;;;
"igla,""Potrebujemo: Plastičen pokrovček (od skute, filma ali mleka ...), leseno paličico ali zobotrebec, iglo, kose barvnega papirja ter lepilo."",""Šale, rokavice, puloverje, kape, nogavice, rokavice in še marsikaj drugega so nekoč pridne žene pletle s pomočjo dveh, treh ali več igel za pletenje."",,,";;;;;;;;
"igla,Slika 4.28 Kam se v bližini električnega vodnika zavrti magnetna igla je odvisna od smeri toka.,""Pred vsako hemodializo bolnika zbodemo z iglo, ki predstavlja vez med krvnim obtokom in dializnim cevjem."",,,";;;;;;;;
"igla,""NEVARNIH ODPADKOV (azbestne plošče, igle, sodi z nedoločljivo vsebino, industrijski nevarni odpadki, kemikalije, eksplozivna sredstva ...)"",""Pogačnikov stroj za tiskanje je omogočal učni program spoznavanja grafičnih tehnik globokega tiska, in sicer suhe igle, jedkanice, akvatinte, mehke prevleke, rezervaža in njihovih kombinacij."",,,";;;;;;;;
"igla,""Jaz sem po tem, ali je odložila pletenje ali je samo še pospešila natikanje in odvzemanje zank z igel, lahko sklepala, kako zanimiva je moja pripoved in ali sploh verjame tistemu, kar sem ji pripovedovala s svojimi stavki, v katerih so po njeni sodbi redno manjkale vejice in pike."",""To velja predvsem za metadonsko zdravljenje in brezplačne igle, ki jih delijo varne injekcijske hiše."",,,";;;;;;;;
"leto,""Znamke je začela oblikovati kmalu po osamosvojitvi Slovenije ( njeni sta grb rodbine Valvasor in emblem Akademije delovnih Ljubljančanov (Academia operosorum), ki sta izšli leta 1993, oblikovanje znamk na temo železnic itn.)."",""Na splošno pa prenekateri gojitelj tudi po več letih ni prav dobro vedel, ali ima doma samca ali samico."",,,";;;;;;;;
"leto,""Poleg tega imajo reke obilne pritoke, ki jih dosežeta tudi plima in oseka, kar zagotavlja ustrezen vodostaj vse leto."",""Zdaj tudi ni jasno, ali bo film prišel na velika platna maja prihodnje leto, kot je bilo napovedano."",,,";;;;;;;;
"leto,""Pravzaprav je kar nekaj Slovencev na tihem prepričanih o tem, da se človekovo življenje začne s spočetjem in ne šele z rojstvom in da otrok v letih svojega odraščanja potrebuje tako očeta kot mater."",""Prva se je namreč nanašala na potrditev finančnega in revizijskega poročila za leto 2009, naslednja pa na poročilo skupine za izvedbo sanacijskega programa."",,,";;;;;;;;
"leto,Leta 480 p.n.št. so Perzijci med uporom Grkov proti njihovi nadvladi izgubili bitko pri Salamini.,""Seveda bodo imeli Američani tudi s takšno postavo težak dvoboj v Moskvi (od 22. do 24. septembra) v olimpijski dvorani, kajti Rusija je bila v zadnjih letih zelo uspešna v Davisovem pokalu, prednost domačega igrišča pa je tudi zelo pomembna v ekipnem tekmovanju, ki ima svoja posebna pravila."",,,";;;;;;;;
"leto,""Na koncu pojasnim »delovne dolžnosti«: čas leta, storitveno ponudbo v različnih razredih …"",""Leta 1989 rojena Kalifornijka je resda zaigrala v številnih produkcijah Olsenovih, a je ob tem diplomirala na ugledni umetniški šoli Tisch v New Yorku in newyorški igralski šoli Atlantic Theater Company."",,,";;;;;;;;
"leto,""Najprej en teden, potem cel mesec, zdaj že dobrega pol leta ..."",""Nekdaj so ženske izdelovale rože iz krep papirja predvsem pred Veliko nočjo, Angela Lamut pa jih danes dela vse leto, saj jih ljudje potrebujejo za različne priložnosti (foto: M. B.)"",,,";;;;;;;;
